Status,Cidade,UF,Layout de integração,Padrão,Documentação do padrão,Código IBGE,Dados obrigatórios das notas tomadas,Notas tomadas,Login,Senha,Múltiplos serviços,Certificado
Operante,Mutuípe,BA,WebService,FISCO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009313253,2922409,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Muzambinho,MG,WebService,ERECEITA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4409708212503,3144102,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Não-Me-Toque,RS,WebService,THEMA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008810314,4312658,"Prestador - CpfCnpj | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Natal,RN,WebService,NATAL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500012560321,2408102,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Navegantes,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211306,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Naviraí,MS,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,5005707,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Nazaré Paulista,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3532405,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nepomuceno,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3144607,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Nerópolis,GO,WebService,ISSWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010785654,5214507,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nicolau Vergueiro,RS,WebService,CITTAWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4418976972439,4312674,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Nilópolis,RJ,WebService,SIGISS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008970513,3303203,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Nísia Floresta,RN,Upload,TINUSUP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360016234354,2408201,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Niterói,RJ,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,3303302,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nobres,MT,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,5105903,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Nonoai,RS,WebService,SINSOFT,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4409628034839,4312708,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Nordestina,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2922656,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Nossa Senhora da Glória,SE,WebService,TRIBUTUSWS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/8045670286487,2804508,Consulta não disponível,Disponível,Não necessário,Obrigatório,Indisponível,Obrigatório
Operante,Nossa Senhora das Dores,SE,Upload,TRESTECNOSUP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500012792401,2804607,false,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nossa Senhora do Socorro,SE,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,2804805,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Aliança,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3532801,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nova Alvorada do Sul,MS,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,5006002,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nova Andradina,MS,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,5006200,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Nova Araçá,RS,WebService,CITTAWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4418976972439,4312807,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Nova Aurora,PR,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4116703,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Nova Bassano,RS,WebService,TECNOSISTEMAS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019534894,4312906,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Brasilândia D´Oeste,RO,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,1100148,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Erechim,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4211405,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nova Esperança,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4116901,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Nova Esperança do Sul,RS,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4313037,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Nova Friburgo,RJ,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3303401,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Granada,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3533007,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nova Iguaçu,RJ,WebService,DSF,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748153,3303500,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Obrigatório
Operante,Nova Lima,MG,WebService,ABACO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009646654,3144805,"Prestador - CNPJ,Inscricao Municipal | Tomador - CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Londrina,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4117107,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Nova Mutum,MT,WebService,COPLAN,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4407191133719,5106224,"Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Obrigatório,Indisponível,Obrigatório
Operante,Nova Odessa,SP,WebService,SMARAPD,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360015010394,3533403,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Palma,RS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4313102,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Petrópolis,RS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4313201,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Prata,RS,WebService,TECNOSISTEMAS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019534894,4313300,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Prata do Iguaçu,PR,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4117255,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nova Resende,MG,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3145109,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Santa Rita,RS,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4313375,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Nova Santa Rosa,PR,WebService,IPM,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008410074,4117222,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Obrigatório
Operante,Nova Serrana,MG,WebService,SIGCORP,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/11493930210839,3145208,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Soure,BA,WebService,FISCO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009313253,2922904,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Nova Trento,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211504,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Nova Ubiratã,MT,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,5106240,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Nova Venécia,ES,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3203908,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Veneza,GO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,5215009,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Nova Veneza,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211603,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Nova Viçosa,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2923001,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Nova Xavantina,MT,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,5106257,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Novo Gama,GO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,5215231,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Novo Hamburgo,RS,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4313409,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Novo Horizonte,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211652,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Novo Horizonte,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3533502,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Novo Horizonte do Sul,MS,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,5006259,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Novo Mundo,MT,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,5106265,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Novo Progresso,PA,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,1505031,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Novo Repartimento,PA,WebService,JANELAUNICA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500001716821,1505064,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Não necessário
Operante,Olímpia,SP,WebService,GINFES,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007952854,3533908,"Prestador - CNPJ, InscricaoMunicipal, Certificado",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Olímpio Noronha,MG,WebService,FUTURIZE,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360048490673,3145505,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Olinda,PE,WebService,TINUS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008654153,2609600,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Oliveira,MG,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,3145604,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Oliveira dos Brejinhos,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2923209,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Oriente,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3534104,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Oriximiná,PA,WebService,ISSNETONLINE20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/10904276275991,1505304,"Prestador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Orizona,GO,WebService,ISSWEB,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010785654,5215306,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Orlândia,SP,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3534302,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Orleans,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211702,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Orobó,PE,WebService,TRIBUTUSWS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/8045670286487,2609709,Consulta não disponível,Disponível,Não necessário,Obrigatório,Indisponível,Obrigatório
Operante,Ortigueira,PR,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4117305,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Osasco,SP,WebService,OSASCO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500011276221,3534401,Consulta não disponível,Indisponível,Obrigatório,Não necessário,Indisponível,Não necessário
Operante,OSASCONFRE,SP,WebService,OSASCO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500011276221,3534401,Consulta não disponível,Indisponível,Obrigatório,Não necessário,Indisponível,Não necessário
Operante,Osório,RS,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4313508,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Osvaldo Cruz,SP,WebService,SISTEMAS4R,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009645154,3534609,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Otacílio Costa,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211751,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Ouricuri,PE,WebService,TRIBUTUSWS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/8045670286487,2609907,Consulta não disponível,Disponível,Não necessário,Obrigatório,Indisponível,Obrigatório
Operante,Ourilândia do Norte,PA,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,1505437,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Ourinhos,SP,WebService,FINTEL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360035083074,3534708,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Ourizona,PR,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4117404,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Ouro,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4211801,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Ouro Branco,MG,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,3145901,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Ouro Fino,MG,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3146008,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Ourolândia,BA,WebService,SAATRI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009748913,2923357,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Ouro Preto,MG,WebService,GOVDIGITAL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818214-Documentacao-Tecnica-Padrao-GOVDIGITAL,3146107,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Ouro Preto do Oeste,RO,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,1100155,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Pacaembu,SP,WebService,SISTEMAS4R,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360009645154,3534906,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Pacajus,CE,WebService,INTERSOL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818054,2309607,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Pacatuba,CE,WebService,INTERSOL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818054,2309706,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Paço do Lumiar,MA,WebService,BAUHAUSWS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4422754163991,2107506,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Indisponível,Não necessário
Operante,Padre Bernardo,GO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,5215603,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Paial,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4211876,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Paiçandu,PR,WebService,ISSONLINE,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008811674,4117503,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Não necessário
Operante,Pains,MG,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,3146503,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Palhoça,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4211900,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Palmares,PE,Upload,TRIBUTUS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4409041247511,2610004,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Palmares Paulista,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3535101,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Palmas,PR,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4117602,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Palmas,TO,WebService,WEBISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008653053,1721000,"Prestador - Certificado | Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Em re-homologação/Prefeitura instável,Palmas de Monte Alto,BA,WebService,FREIRE,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/1500012385842,2923407,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Não necessário
Operante,Palma Sola,SC,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4212007,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Palmeira,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4117701,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Palmeira das Missões,RS,WebService,IPM,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008410074,4313706,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Obrigatório
Operante,Palmeira d´Oeste,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3535200,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Palmeira dos Índios,AL,WebService,AGILI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360010293394,2706307,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Palmeiras de Goiás,GO,WebService,ARRECADANET,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360038729374,5215702,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Palmital,SP,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,3535309,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Palmitos,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4212106,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Palotina,PR,WebService,MAISISS20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360044043094,4117909,Consulta não disponível,Indisponível,Não necessário,Obrigatório,Disponível,Obrigatório
Operante,Panambi,RS,WebService,IPM20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/4816664198807,4313904,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Pancas,ES,WebService,EL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360024304353,3204005,"CNPJ,Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Panorama,SP,WebService,FIORILLI,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008510853,3535408,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Obrigatório,Obrigatório,Indisponível,Obrigatório
Operante,Pantano Grande,RS,WebService,GOVBR20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360019513094,4313953,"Prestador: CNPJ | Tomador: CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Papanduva,SC,WebService,BETHA,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360007788134,4212205,"Prestador - CNPJ | Tomador - CNPJ, Inscricao Municipal",Disponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Paracambi,RJ,WebService,FINTEL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360035083074,3303609,Consulta não disponível,Indisponível,Não necessário,Não necessário,Disponível,Obrigatório
Operante,Paracatu,MG,WebService,GOVDIGITAL,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008818214-Documentacao-Tecnica-Padrao-GOVDIGITAL,3147006,"Tomador - CpfCnpj, Inscricao Municipal",Disponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Pará de Minas,MG,WebService,ISSDIGITAL20,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360012452373,3147105,"Tomador - CpfCnpj, Inscricao Municipal",Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Paragominas,PA,WebService,DESENVOLVE,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360035546814,1505502,Consulta não disponível,Indisponível,Não necessário,Não necessário,Indisponível,Obrigatório
Operante,Paraguaçu,MG,WebService,CONCEITO,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/25848599561623,3147204,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Indisponível,Não necessário
Operante,Paraguaçu Paulista,SP,WebService,SIMPLISS,https://atendimento.tecnospeed.com.br/hc/pt-br/articles/360008711573,3535507,Consulta não disponível,Indisponível,Obrigatório,Obrigatório,Disponível,Não necessário
